# multimodal LLM TEST · model=sonnet(vision) · display-image only · 920 posts · 917 with image
Post_ID;Post_Format;image_ok;MANUAL_Empathy;MANUAL_Threat;MANUAL_Efficacy;MANUAL_Collective_ID;MANUAL_Normative;MANUAL_Moral;MANUAL_Economic;MANUAL_Scientific;MANUAL_Youth_Addressed;MANUAL_Interactivity;MANUAL_Emotional_Valence;MANUAL_Story_Structure;MANUAL_Primary_CTA;MANUAL_Primary_Topic;MANUAL_Language;MANUAL_Youth_Style;MANUAL_Protagonist;MANUAL_Onscreen_Text;MANUAL_Data_Visual
DWOcsnUDIpz;Video;yes;0;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DV8cRb7k5JC;Video;yes;1;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSdJz7fCF4Q;Image;yes;0;0;1;1;0;1;0;0;0;0;Hope;Solution;None;Community;English;;;;
DSnBI6rCHzY;Carousel;yes;0;0;1;0;0;0;1;1;0;0;Hope;Solution;None;HWC;English;0;1;0;0
DWJUQOwkd-V;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSn2EjJiBve;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;Problem;None;Ecotourism;English;;;;
DSS-iu4jtyt;Carousel;yes;0;0;1;1;0;1;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DTQjJL5iIl2;Image;yes;0;0;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Policy;English;0;0;1;0
DTzjeUjCAPj;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Event;Policy;English;0;0;1;0
DTrvR10CNL6;Carousel;yes;0;0;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Policy;English;0;1;0;0
DWjhZ4BOz6Q;Video;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DVqBtGKjNAj;Video;yes;1;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DW9k7GUDah6;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DT5hZMKCC1d;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;Event;Policy;English;0;0;1;0
DT_tR4nCL1l;Carousel;yes;0;1;1;1;0;1;1;0;0;0;Mixed;Problem-Solution;None;Policy;English;0;1;1;0
DT5U_tKCLTG;Carousel;yes;0;0;0;1;0;0;1;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXE-OgWjDbf;Video;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DVisU9BDETE;Video;yes;0;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DRmJOstCBKD;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;Learn;Research;English;0;0;1;0
DV0MHPLDsfO;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Ecotourism;English;0;1;0;0
DVlRHoTjUBR;Video;yes;1;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;;0
DUqU3urCOlq;Video;yes;0;0;1;1;0;1;0;1;0;0;Hope;Problem-Solution;None;Policy;English;0;0;0;0
DUUz0iRDln7;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Event;Anti-poaching;English;0;1;0;0
DVn1_0tkheU;Video;yes;1;1;1;0;0;1;0;0;0;0;Distress;Problem-Solution;None;Wildlife;English;0;1;1;0
DWboxZriOr5;Carousel;yes;0;0;1;1;0;1;1;0;0;0;Hope;Solution;None;Policy;English;0;0;1;0
DQt-tMODDgV;Image;yes;0;0;0;0;0;0;0;1;0;1;Hope;Solution;None;Research;English;0;1;0;0
DQ9Ck7CiNTM;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Wildlife;English;0;0;0;0
DSB_StyiP9N;Carousel;yes;0;1;1;0;0;0;0;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;1;1;0
DQ_nfCKDKZ8;Carousel;yes;1;1;1;1;0;1;0;0;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;0;0;0
DRHaAmiDJXM;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DQrZ7TJDHjS;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DSqGNSaDeGo;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Climate;English;0;0;1;0
DQoxtvHiEiB;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;0;1;0
DSHY-RICNI1;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;1;0
DRzUzfEiDhG;Carousel;yes;0;0;0;0;0;0;1;1;0;0;Hope;None;None;Ecotourism;English;0;0;1;0
DRZYCRciGff;Carousel;yes;0;1;1;1;0;1;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DRzjbHoCBJj;Carousel;yes;1;1;0;0;0;1;0;0;0;0;Distress;Problem;None;Community;English;0;0;1;0
DUneNtoiFmf;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Policy;English;0;0;1;0
DWjEaq3iB7e;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Policy;English;0;0;1;0
DT16QUUjpHs;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Ecotourism;English;0;0;0;0
DTw-cDsjg1M;Image;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DRCDcjeiPo8;Carousel;yes;0;1;1;1;0;1;1;0;0;0;Mixed;Problem-Solution;None;Policy;English;0;1;1;0
DVbS9aUDhBA;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DRM2T3YjOAm;Image;yes;0;0;0;0;0;0;0;0;0;1;Neutral;None;None;Wildlife;English;0;1;0;0
DVJYXnKjRBg;Video;yes;1;0;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DRpNNWuiEbq;Carousel;yes;0;1;1;1;0;1;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DQ_CaSgikVa;Carousel;yes;0;1;1;0;0;0;1;1;0;0;Hope;Problem-Solution;None;Climate;English;0;0;0;0
DWY0epAiNPH;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Neutral;None;None;Community;English;0;0;0;0
DQg1hw9iKpD;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;0;0
DXEHsmhjlft;Carousel;yes;0;0;1;1;0;0;0;1;1;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DS7ycYNDEFD;Video;yes;0;0;1;1;0;0;1;1;0;0;Hope;Solution;None;Ecotourism;English;0;1;0;0
DVqBEnpiMbf;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;Problem;None;Policy;English;0;1;0;0
DQ1RoI8DCa2;Video;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DT5BcGpDCOg;Carousel;yes;0;1;1;1;0;0;0;0;0;0;Hope;Problem-Solution;Donate;HWC;English;0;0;0;0
DUI6f7uiG8n;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Neutral;Problem-Solution;None;Policy;English;0;1;0;0
DQwlJwfDWbc;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;0;0;0
DRe4M-aDIWa;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DWyg-oLjGQN;Video;yes;1;1;0;0;0;1;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DWv8LJvlSEd;Video;yes;1;1;0;0;0;0;0;0;0;0;Distress;Problem;None;Wildlife;English;0;1;0;0
DQoS5CdDHLo;Carousel;yes;1;1;1;0;0;0;1;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;0;0
DXuVGWBCGa5;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Policy;English;0;0;1;0
DUhrzlZjphA;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DQ6Ud-djNHm;Carousel;yes;0;0;0;1;0;0;0;1;0;0;Hope;Solution;Volunteer;HWC;English;0;1;0;0
DSZ41IKiPsl;Carousel;yes;0;0;1;1;1;1;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DRwohMGDDYj;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Ecotourism;English;;;;
DUDieQziKe2;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Ecotourism;English;0;0;1;0
DRRgrmyjLcD;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Wildlife;English;0;1;1;0
DS9vxx7jGRU;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;1;0
DRpNB6jiCEl;Carousel;yes;0;1;1;1;0;0;1;0;0;0;Hope;Problem-Solution;None;Ecotourism;English;0;0;0;0
